datetime,src2_temp_d,src2_pres_d,src2_hum_d,iot_temp_d,iot_pres_d,iot_hum_d
2019-01-01 00:00:00,10.067472,1020.71,59.0,5.92,98650.55,100.0
2019-01-01 01:00:00,10.720302,1020.95,58.0,5.55,98736.18,100.0
